DTPinMap,version=2.1:platform=Jaguar:toprow=-1:leftcol=-1:rightcol=-1	Pin Map

	Group Name	Pin Name	Type	Comment
	D3_MDQ_HI	d3_mdq31		# pin function:  d3_mdq31
	D3_MECC	d3_mecc0	I/O	# pin function:  d3_mecc0
	D3_MECC	d3_mecc1		# pin function:  d3_mecc1
	D3_MECC	d3_mecc2		# pin function:  d3_mecc2
	D3_MECC	d3_mecc3		# pin function:  d3_mecc3
	D3_MODT	d3_modt0	Output	# pin function:  d3_modt0
	D3_MODT	d3_modt1		# pin function:  d3_modt1
	DUART_CTS_B	uart1_cts_b	I/O	# pin function:  uart1_cts_b
	DUART_CTS_B	uart2_cts_b		# pin function:  uart2_cts_b
	DUART_RTS_B	uart1_rts_b	I/O	# pin function:  uart1_rts_b
	DUART_RTS_B	uart2_rts_b		# pin function:  uart2_rts_b
	DUART_SIN	uart1_sin	I/O	# pin function:  uart1_sin
	DUART_SIN	uart2_sin		# pin function:  uart2_sin
	DUART_SOUT	uart1_sout	I/O	# pin function:  uart1_sout
	DUART_SOUT	uart2_sout		# pin function:  uart2_sout
	EC1_MI	emi1_mdc	I/O	# pin function:  emi1_mdc
	EC1_MI	emi1_mdio		# pin function:  emi1_mdio
	EC2_MI	emi2_mdc	I/O	# pin function:  emi2_mdc
	EC2_MI	emi2_mdio		# pin function:  emi2_mdio
	EVT_B	evt0_b	I/O	# pin function:  evt0_b
	EVT_B	evt1_b		# pin function:  evt1_b
	EVT_B	evt2_b		# pin function:  evt2_b
	EVT_B	evt3_b		# pin function:  evt3_b
	EVT_B	evt4_b		# pin function:  evt4_b
	EVT_B	evt9_b		# pin function:  evt9_b
	EVT_B_UNMUX	evt0_b	I/O	# pin function:  evt0_b
	EVT_B_UNMUX	evt1_b		# pin function:  evt1_b
	EVT_B_UNMUX	evt2_b		# pin function:  evt2_b
	EVT_B_UNMUX	evt3_b		# pin function:  evt3_b
	EVT_B_UNMUX	evt4_b		# pin function:  evt4_b
	EVT_B_UNMUX	iic3_scl		# pin function:  evt5_b
	EVT_B_UNMUX	iic3_sda		# pin function:  evt6_b
	EVT_B_UNMUX	iic4_scl		# pin function:  evt7_b
	EVT_B_UNMUX	iic4_sda		# pin function:  evt8_b
	EVT_B_UNMUX	evt9_b		# pin function:  evt9_b
	GPIO1	ifc_ad00	I/O	# pin function:  gpio1_00
	GPIO1	ifc_ad01		# pin function:  gpio1_01
	GPIO1	ifc_ad02		# pin function:  gpio1_02
	GPIO1	ifc_ad03		# pin function:  gpio1_03
	GPIO1	ifc_ad04		# pin function:  gpio1_04
	GPIO1	ifc_ad05		# pin function:  gpio1_05
	GPIO1	ifc_ad06		# pin function:  gpio1_06
	GPIO1	ifc_ad07		# pin function:  gpio1_07
	GPIO1	ifc_ad08		# pin function:  gpio1_08
	GPIO1	ifc_ad09		# pin function:  gpio1_09
	GPIO1	ifc_ad10		# pin function:  gpio1_10
	GPIO1	ifc_ad11		# pin function:  gpio1_11
	GPIO1	ifc_ad12		# pin function:  gpio1_12
	GPIO1	ifc_ad13		# pin function:  gpio1_13
	GPIO1	ifc_ad14		# pin function:  gpio1_14
	GPIO1	ifc_ad15		# pin function:  gpio1_15
	GPIO1	ifc_a00		# pin function:  gpio1_16
	GPIO1	ifc_a01		# pin function:  gpio1_17
	GPIO1	ifc_a02		# pin function:  gpio1_18
	GPIO1	ifc_a03		# pin function:  gpio1_19
	GPIO1	ifc_a04		# pin function:  gpio1_20
	GPIO1	ifc_a05		# pin function:  gpio1_21
	GPIO1	ifc_we0_b		# pin function:  gpio1_22
	GPIO1	ifc_te		# pin function:  gpio1_23
	GPIO1	ifc_ale		# pin function:  gpio1_24
	GPIO1	ifc_cle		# pin function:  gpio1_25
	GPIO1	ifc_oe_b		# pin function:  gpio1_26
	GPIO1	ifc_wp0_b		# pin function:  gpio1_27
	GPIO1	asleep		# pin function:  gpio1_28
	GPIO2	ifc_a06	I/O	# pin function:  gpio2_00
	GPIO2	ifc_a07		# pin function:  gpio2_01
	GPIO2	ifc_a08		# pin function:  gpio2_02
	GPIO2	ifc_a09		# pin function:  gpio2_03
	GPIO2	ifc_a10		# pin function:  gpio2_04
	GPIO2	ifc_a11		# pin function:  gpio2_05
	GPIO2	ifc_par0		# pin function:  gpio2_06
	GPIO2	ifc_par1		# pin function:  gpio2_07
	GPIO2	ifc_cs0_b		# pin function:  gpio2_08
	GPIO2	ifc_cs1_b		# pin function:  gpio2_09
	GPIO2	ifc_cs2_b		# pin function:  gpio2_10
	GPIO2	ifc_cs3_b		# pin function:  gpio2_11
	GPIO2	ifc_bctl		# pin function:  gpio2_12
	GPIO2	ifc_nddqs		# pin function:  gpio2_13
	GPIO2	ifc_rb0_b		# pin function:  gpio2_14
	GPIO2	ifc_rb1_b		# pin function:  gpio2_15
	GPIO2	ifc_perr_b		# pin function:  gpio2_16
	GPIO2	ifc_clk0		# pin function:  gpio2_17
	GPIO2	ifc_clk1		# pin function:  gpio2_18
	GPIO2	ifc_ndwe_b		# pin function:  gpio2_19
	GPIO3	ifc_cs4_b	I/O	# pin function:  gpio3_02
	GPIO3	ifc_cs5_b		# pin function:  gpio3_03
	GPIO3	ifc_cs6_b		# pin function:  gpio3_04
	GPIO3	ifc_cs7_b		# pin function:  gpio3_05
	GPIO3	uart2_sout		# pin function:  gpio3_06
	GPIO3	uart2_sin		# pin function:  gpio3_07
	GPIO3	uart1_rts_b		# pin function:  gpio3_08
	GPIO3	uart2_rts_b		# pin function:  gpio3_09
	GPIO3	uart1_cts_b		# pin function:  gpio3_10
	GPIO3	uart2_cts_b		# pin function:  gpio3_11
	GPIO3	iic2_scl		# pin function:  gpio3_12
	GPIO3	iic2_sda		# pin function:  gpio3_13
	GPIO3	spi_sout		# pin function:  gpio3_14
	GPIO3	spi_sin		# pin function:  gpio3_15
	GPIO3	spi_sck		# pin function:  gpio3_16
	GPIO3	spi_pcs0		# pin function:  gpio3_17
	GPIO3	spi_pcs1		# pin function:  gpio3_18
	GPIO3	spi_pcs2		# pin function:  gpio3_19
	GPIO3	spi_pcs3		# pin function:  gpio3_20
	GPIO3	sdhc_cmd		# pin function:  gpio3_21
	GPIO3	sdhc_dat0		# pin function:  gpio3_22
	GPIO3	sdhc_dat1		# pin function:  gpio3_23
	GPIO3	sdhc_dat2		# pin function:  gpio3_24
	GPIO3	sdhc_dat3		# pin function:  gpio3_25
	GPIO3	sdhc_clk		# pin function:  gpio3_26
	GPIO3	irq03		# pin function:  gpio3_27
	GPIO3	irq04		# pin function:  gpio3_28
	GPIO3	irq05		# pin function:  gpio3_29
	GPIO3	rtc		# pin function:  gpio3_30
	GPIO4	iic3_scl	I/O	# pin function:  gpio4_00
	GPIO4	iic3_sda		# pin function:  gpio4_01
	GPIO4	iic4_scl		# pin function:  gpio4_02
	GPIO4	iic4_sda		# pin function:  gpio4_03
	GPIO4	irq06		# pin function:  gpio4_04
	GPIO4	irq07		# pin function:  gpio4_05
	GPIO4	irq08		# pin function:  gpio4_06
	GPIO4	irq09		# pin function:  gpio4_07
	GPIO4	irq10		# pin function:  gpio4_08
	GPIO4	irq11		# pin function:  gpio4_09
	GPIO4	evt9_b		# pin function:  gpio4_10
	GPIO4	tsec_1588_clk_in		# pin function:  gpio4_16
	GPIO4	tsec_1588_trig_in1		# pin function:  gpio4_17
	GPIO4	tsec_1588_trig_in2		# pin function:  gpio4_18
	GPIO4	tsec_1588_alarm_out1		# pin function:  gpio4_19
	GPIO4	tsec_1588_alarm_out2		# pin function:  gpio4_20
	GPIO4	tsec_1588_clk_out		# pin function:  gpio4_21
	GPIO4	tsec_1588_pulse_out1		# pin function:  gpio4_22
	GPIO4	tsec_1588_pulse_out2		# pin function:  gpio4_23
	GPIO4	usb1_drvvbus		# pin function:  gpio4_24
	GPIO4	usb1_pwrfault		# pin function:  gpio4_25
	GPIO4	usb2_drvvbus		# pin function:  gpio4_26
	GPIO4	usb2_pwrfault		# pin function:  gpio4_27
	IFC_A	ifc_a00	I/O	# pin function:  ifc_a00
	IFC_A	ifc_a01		# pin function:  ifc_a01
	IFC_A	ifc_a02		# pin function:  ifc_a02
	IFC_A	ifc_a03		# pin function:  ifc_a03
	IFC_A	ifc_a04		# pin function:  ifc_a04
	IFC_A	ifc_a05		# pin function:  ifc_a05
	IFC_A	ifc_a06		# pin function:  ifc_a06
	IFC_A	ifc_a07		# pin function:  ifc_a07
	IFC_A	ifc_a08		# pin function:  ifc_a08
	IFC_A	ifc_a09		# pin function:  ifc_a09
	IFC_A	ifc_a10		# pin function:  ifc_a10
	IFC_A	ifc_a11		# pin function:  ifc_a11
	IFC_AD	ifc_ad00	I/O	# pin function:  ifc_ad00
	IFC_AD	ifc_ad01		# pin function:  ifc_ad01
	IFC_AD	ifc_ad02		# pin function:  ifc_ad02
	IFC_AD	ifc_ad03		# pin function:  ifc_ad03
	IFC_AD	ifc_ad04		# pin function:  ifc_ad04
	IFC_AD	ifc_ad05		# pin function:  ifc_ad05
	IFC_AD	ifc_ad06		# pin function:  ifc_ad06
	IFC_AD	ifc_ad07		# pin function:  ifc_ad07
	IFC_AD	ifc_ad08		# pin function:  ifc_ad08
	IFC_AD	ifc_ad09		# pin function:  ifc_ad09
	IFC_AD	ifc_ad10		# pin function:  ifc_ad10
	IFC_AD	ifc_ad11		# pin function:  ifc_ad11
	IFC_AD	ifc_ad12		# pin function:  ifc_ad12
	IFC_AD	ifc_ad13		# pin function:  ifc_ad13
	IFC_AD	ifc_ad14		# pin function:  ifc_ad14
	IFC_AD	ifc_ad15		# pin function:  ifc_ad15
	IFC_A_UNMUX	ifc_a08	I/O	# pin function:  ifc_a08
	IFC_A_UNMUX	ifc_a09		# pin function:  ifc_a09
	IFC_A_UNMUX	ifc_a10		# pin function:  ifc_a10
	IFC_A_UNMUX	ifc_a11		# pin function:  ifc_a11
	IFC_CLK	ifc_clk0	I/O	# pin function:  ifc_clk0
	IFC_CLK	ifc_clk1		# pin function:  ifc_clk1
	IFC_CS_B	ifc_cs0_b	I/O	# pin function:  ifc_cs0_b
	IFC_CS_B	ifc_cs1_b		# pin function:  ifc_cs1_b
	IFC_CS_B	ifc_cs2_b		# pin function:  ifc_cs2_b
	IFC_CS_B	ifc_cs3_b		# pin function:  ifc_cs3_b
	IFC_CS_B	ifc_cs4_b		# pin function:  ifc_cs4_b
	IFC_CS_B	ifc_cs5_b		# pin function:  ifc_cs5_b
	IFC_CS_B	ifc_cs6_b		# pin function:  ifc_cs6_b
	IFC_CS_B	ifc_cs7_b		# pin function:  ifc_cs7_b
	IFC_CS_B_UNMUX	ifc_cs4_b	I/O	# pin function:  ifc_cs4_b
	IFC_CS_B_UNMUX	ifc_cs5_b		# pin function:  ifc_cs5_b
	IFC_CS_B_UNMUX	ifc_cs6_b		# pin function:  ifc_cs6_b
	IFC_CS_B_UNMUX	ifc_cs7_b		# pin function:  ifc_cs7_b
	IFC_CTL	ifc_bctl	I/O	# pin function:  ifc_bctl
	IFC_CTL	ifc_te		# pin function:  ifc_te
	IFC_CTL	ifc_nddqs		# pin function:  ifc_nddqs
	IFC_CTL	ifc_oe_b		# pin function:  ifc_oe_b
	IFC_CTL	ifc_wp0_b		# pin function:  ifc_wp0_b
	IFC_CTL	ifc_perr_b		# pin function:  ifc_perr_b
	IFC_CTL_UNMUX	ifc_te	I/O	# pin function:  ifc_te
	IFC_CTL_UNMUX	ifc_nddqs		# pin function:  ifc_nddqs
	IFC_CTL_UNMUX	ifc_wp0_b		# pin function:  ifc_wp0_b
	IFC_CTL_UNMUX	ifc_perr_b		# pin function:  ifc_perr_b
	IFC_PAR	ifc_par0	I/O	# pin function:  ifc_par0
	IFC_PAR	ifc_par1		# pin function:  ifc_par1
	IFC_RB_B	ifc_rb0_b	I/O	# pin function:  ifc_rb0_b
	IFC_RB_B	ifc_rb1_b		# pin function:  ifc_rb1_b
	IFC_RB_B_UNMUX	ifc_rb0_b	I/O	# pin function:  ifc_rb0_b
	IFC_RB_B_UNMUX	ifc_rb1_b		# pin function:  ifc_rb1_b
	IFC_RB_B_UNMUX	ifc_a09		# pin function:  ifc_rb2_b
	IFC_RB_B_UNMUX	ifc_a10		# pin function:  ifc_rb3_b
	IFC_RB_B_UNMUX	ifc_a11		# pin function:  ifc_rb4_b
	IFC_WP_B	ifc_wp0_b	I/O	# pin function:  ifc_wp0_b
	IFC_WP_B	ifc_a06		# pin function:  ifc_wp1_b
	IFC_WP_B	ifc_a07		# pin function:  ifc_wp2_b
	IFC_WP_B	ifc_a08		# pin function:  ifc_wp3_b
	IIC1	iic1_scl	I/O	# pin function:  iic1_scl
	IIC1	iic1_sda		# pin function:  iic1_sda
	IIC2	iic2_scl	I/O	# pin function:  iic2_scl
	IIC2	iic2_sda		# pin function:  iic2_sda
	IIC3	iic3_scl	I/O	# pin function:  iic3_scl
	IIC3	iic3_sda		# pin function:  iic3_sda
	IIC4	iic4_scl	I/O	# pin function:  iic4_scl
	IIC4	iic4_sda		# pin function:  iic4_sda
	IRQ	irq00	I/O	# pin function:  irq00
	IRQ	irq01		# pin function:  irq01
	IRQ	irq02		# pin function:  irq02
	IRQ	irq03		# pin function:  irq03
	IRQ	irq04		# pin function:  irq04
	IRQ	irq05		# pin function:  irq05
	IRQ	irq06		# pin function:  irq06
	IRQ	irq07		# pin function:  irq07
	IRQ	irq08		# pin function:  irq08
	IRQ	irq09		# pin function:  irq09
	IRQ	irq10		# pin function:  irq10
	IRQ	irq11		# pin function:  irq11
	IRS_DX	uart1_cts_b	I/O	# pin function:  irs_dx0
	IRS_DX	uart2_rts_b		# pin function:  irs_dx1
	IRS_DX	uart1_rts_b		# pin function:  irs_dx2
	IRS_DX	uart2_sout		# pin function:  irs_dx3
	IRS_DX	uart1_sout		# pin function:  irs_dx4
	IRS_SEL	uart1_sin	I/O	# pin function:  irs_sel0
	IRS_SEL	uart2_sin		# pin function:  irs_sel1
	IRS_SEL	uart2_cts_b		# pin function:  irs_sel2
	IRS_SEL	iic2_scl		# pin function:  irs_sel3
	JTAG	tck	I/O	# pin function:  tck
	JTAG	tdi		# pin function:  tdi
	JTAG	tdo		# pin function:  tdo
	JTAG	tms		# pin function:  tms
	JTAG	trst_b		# pin function:  trst_b
	QSPI_A_CS	ifc_a00	I/O	# pin function:  qspi_a_cs0
	QSPI_A_CS	ifc_a01		# pin function:  qspi_a_cs1
	QSPI_A_DATA	ifc_a06	I/O	# pin function:  qspi_a_data0
	QSPI_A_DATA	ifc_a07		# pin function:  qspi_a_data1
	QSPI_A_DATA	ifc_a08		# pin function:  qspi_a_data2
	QSPI_A_DATA	ifc_a09		# pin function:  qspi_a_data3
	QSPI_B_CS	ifc_a03	I/O	# pin function:  qspi_b_cs0
	QSPI_B_CS	ifc_a04		# pin function:  qspi_b_cs1
	QSPI_B_DATA	ifc_par0	I/O	# pin function:  qspi_b_data0
	QSPI_B_DATA	ifc_par1		# pin function:  qspi_b_data1
	QSPI_B_DATA	ifc_perr_b		# pin function:  qspi_b_data2
	QSPI_B_DATA	ifc_cs3_b		# pin function:  qspi_b_data3
	SCAN_CNTRL	scan_mode_b	Input	# pin function:  scan_mode_b
	SCAN_CNTRL	test_sel_b		# pin function:  test_sel_b
	SCAN_CONFIG	irq00	I/O	# pin function:  scan_config0
	SCAN_CONFIG	irq01		# pin function:  scan_config1
	SCAN_CONFIG	irq02		# pin function:  scan_config2
	SCAN_CONFIG	evt2_b		# pin function:  scan_config3
	SCAN_CONFIG	evt0_b		# pin function:  scan_config4
	SCAN_CONFIG	irq04		# pin function:  scan_config5
	SCAN_CONFIG	irq05		# pin function:  scan_config6
	SCAN_CONFIG	rtc		# pin function:  scan_config7
	SCAN_SIN	emi2_mdio	I/O	# pin function:  soc_dom1_sin001
	SCAN_SIN	iic1_scl		# pin function:  soc_dom1_sin003
	SCAN_SIN	iic1_sda		# pin function:  soc_dom1_sin004
	SCAN_SIN	iic2_scl		# pin function:  soc_dom1_sin005
	SCAN_SIN	iic2_sda		# pin function:  soc_dom1_sin006
	SCAN_SIN	iic3_scl		# pin function:  soc_dom1_sin007
	SCAN_SIN	iic3_sda		# pin function:  soc_dom1_sin008
	SCAN_SIN	iic4_scl		# pin function:  soc_dom1_sin009
	SCAN_SIN	iic4_sda		# pin function:  soc_dom1_sin010
	SCAN_SIN	ckstp_out_b		# pin function:  soc_dom1_sin011
	SCAN_SIN	d1_mdq00		# pin function:  soc_dom1_sin012
	SCAN_SIN	d1_mdq01		# pin function:  soc_dom1_sin013
	SCAN_SIN	d1_mdq02		# pin function:  soc_dom1_sin014
	SCAN_SIN	d1_mdq03		# pin function:  soc_dom1_sin015
	SCAN_SIN	d1_mdq04		# pin function:  soc_dom1_sin016
	SCAN_SIN	d1_mdq05		# pin function:  soc_dom1_sin017
	SCAN_SIN	d1_mdq06		# pin function:  soc_dom1_sin018
	SCAN_SIN	d1_mdq07		# pin function:  soc_dom1_sin019
	SCAN_SIN	d1_mdq08		# pin function:  soc_dom1_sin020
	SCAN_SIN	d1_mdq09		# pin function:  soc_dom1_sin021
	SCAN_SIN	d1_mdq10		# pin function:  soc_dom1_sin022
	SCAN_SIN	d1_mdq11		# pin function:  soc_dom1_sin023
	SCAN_SIN	d1_mdq12		# pin function:  soc_dom1_sin024
	SCAN_SIN	d1_mdq13		# pin function:  soc_dom1_sin025
	SCAN_SIN	d1_mdq14		# pin function:  soc_dom1_sin026
	SCAN_SIN	d1_mdq15		# pin function:  soc_dom1_sin027
	SCAN_SIN	d1_mdq16		# pin function:  soc_dom1_sin028
	SCAN_SIN	d1_mdq17		# pin function:  soc_dom1_sin029
	SCAN_SIN	d1_mdq18		# pin function:  soc_dom1_sin030
	SCAN_SIN	d1_mdq19		# pin function:  soc_dom1_sin031
	SCAN_SIN	d1_mdq20		# pin function:  soc_dom1_sin032
	SCAN_SIN	d1_mdq21		# pin function:  soc_dom1_sin033
	SCAN_SIN	d1_mdq22		# pin function:  soc_dom1_sin034
	SCAN_SIN	d1_mdq23		# pin function:  soc_dom1_sin035
	SCAN_SIN	d1_mdq24		# pin function:  soc_dom1_sin036
	SCAN_SIN	d1_mdq25		# pin function:  soc_dom1_sin037
	SCAN_SIN	d1_mdq26		# pin function:  soc_dom1_sin038
	SCAN_SIN	d1_mdq27		# pin function:  soc_dom1_sin039
	SCAN_SIN	d1_mdq28		# pin function:  soc_dom1_sin040
	SCAN_SIN	d1_mdq29		# pin function:  soc_dom1_sin041
	SCAN_SIN	d1_mdq30		# pin function:  soc_dom1_sin042
	SCAN_SIN	d1_mdq31		# pin function:  soc_dom1_sin043
	SCAN_SIN	d1_mdq32		# pin function:  soc_dom1_sin044
	SCAN_SIN	d1_mdq33		# pin function:  soc_dom1_sin045
	SCAN_SIN	d1_mdq34		# pin function:  soc_dom1_sin046
	SCAN_SIN	d1_mdq35		# pin function:  soc_dom1_sin047
	SCAN_SIN	d1_mdq36		# pin function:  soc_dom1_sin048
	SCAN_SIN	d1_mdq37		# pin function:  soc_dom1_sin049
	SCAN_SIN	d1_mdq38		# pin function:  soc_dom1_sin050
	SCAN_SIN	d1_mdq39		# pin function:  soc_dom1_sin051
	SCAN_SIN	d1_mdq40		# pin function:  soc_dom1_sin052
	SCAN_SIN	d1_mdq41		# pin function:  soc_dom1_sin053
	SCAN_SIN	d1_mdq42		# pin function:  soc_dom1_sin054
	SCAN_SIN	d1_mdq43		# pin function:  soc_dom1_sin055
	SCAN_SIN	d1_mdq44		# pin function:  soc_dom1_sin056
	SCAN_SIN	d1_mdq45		# pin function:  soc_dom1_sin057
	SCAN_SIN	d1_mdq46		# pin function:  soc_dom1_sin058
	SCAN_SIN	d1_mdq47		# pin function:  soc_dom1_sin059
	SCAN_SIN	d1_mdq48		# pin function:  soc_dom1_sin060
	SCAN_SIN	d1_mdq49		# pin function:  soc_dom1_sin061
	SCAN_SIN	d1_mdq50		# pin function:  soc_dom1_sin062
	SCAN_SIN	d1_mdq51		# pin function:  soc_dom1_sin063
	SCAN_SIN	d1_mdq52		# pin function:  soc_dom1_sin064
	SCAN_SIN	d1_mdq53		# pin function:  soc_dom1_sin065
	SCAN_SIN	d1_mdq54		# pin function:  soc_dom1_sin066
	SCAN_SIN	d1_mdq55		# pin function:  soc_dom1_sin067
	SCAN_SIN	d1_mdq56		# pin function:  soc_dom1_sin068
	SCAN_SIN	d1_mdq57		# pin function:  soc_dom1_sin069
	SCAN_SIN	d1_mdq58		# pin function:  soc_dom1_sin070
	SCAN_SIN	d1_mdq59		# pin function:  soc_dom1_sin071
	SCAN_SIN	d1_mdq60		# pin function:  soc_dom1_sin072
	SCAN_SIN	d1_mdq61		# pin function:  soc_dom1_sin073
	SCAN_SIN	d1_mdq62		# pin function:  soc_dom1_sin074
	SCAN_SIN	d1_mdq63		# pin function:  soc_dom1_sin075
	SCAN_SIN	d1_mecc0		# pin function:  soc_dom1_sin076
	SCAN_SIN	d1_mecc1		# pin function:  soc_dom1_sin077
	SCAN_SIN	d1_mecc2		# pin function:  soc_dom1_sin078
	SCAN_SIN	d1_mecc3		# pin function:  soc_dom1_sin079
	SCAN_SIN	d1_mecc4		# pin function:  soc_dom1_sin080
	SCAN_SIN	d1_mecc5		# pin function:  soc_dom1_sin081
	SCAN_SIN	d1_mecc6		# pin function:  soc_dom1_sin082
	SCAN_SIN	d1_mecc7		# pin function:  soc_dom1_sin083
	SCAN_SIN	d1_malert_b		# pin function:  soc_dom1_sin084
	SCAN_SIN	d1_mpar		# pin function:  soc_dom1_sin085
	SCAN_SIN	d1_ma17		# pin function:  soc_dom1_sin086
	SCAN_SIN	d1_mcas_b		# pin function:  soc_dom1_sin087
	SCAN_SIN	d1_mcs0_b		# pin function:  soc_dom1_sin088
	SCAN_SIN	d1_mcs1_b		# pin function:  soc_dom1_sin089
	SCAN_SIN	d1_mcs2_b		# pin function:  soc_dom1_sin090
	SCAN_SIN	d1_mcs3_b		# pin function:  soc_dom1_sin091
	SCAN_SIN	d1_mras_b		# pin function:  soc_dom1_sin092
	SCAN_SIN	d1_mwe_b		# pin function:  soc_dom1_sin093
	SCAN_SIN	d1_mba0		# pin function:  soc_dom1_sin094
	SCAN_SIN	d1_mba1		# pin function:  soc_dom1_sin095
	SCAN_SIN	d1_mbg0		# pin function:  soc_dom1_sin096
	SCAN_SIN	d1_ma08		# pin function:  soc_dom1_sin097
	SCAN_SIN	d1_ma09		# pin function:  soc_dom1_sin098
	SCAN_SIN	d1_ma10		# pin function:  soc_dom1_sin099
	SCAN_SIN	d1_ma11		# pin function:  soc_dom1_sin100
	SCAN_SIN	d1_ma12		# pin function:  soc_dom1_sin101
	SCAN_SIN	d1_ma13		# pin function:  soc_dom1_sin102
	SCAN_SIN	d1_mbg1		# pin function:  soc_dom1_sin103
	SCAN_SIN	d1_mact_b		# pin function:  soc_dom1_sin104
	SCAN_SIN	d1_ma00		# pin function:  soc_dom1_sin105
	SCAN_SIN	d1_ma01		# pin function:  soc_dom1_sin106
	SCAN_SIN	d1_ma02		# pin function:  soc_dom1_sin107
	SCAN_SIN	d1_ma03		# pin function:  soc_dom1_sin108
	SCAN_SIN	d1_ma04		# pin function:  soc_dom1_sin109
	SCAN_SIN	d1_ma05		# pin function:  soc_dom1_sin110
	SCAN_SIN	d1_ma06		# pin function:  soc_dom1_sin111
	SCAN_SIN	d1_ma07		# pin function:  soc_dom1_sin112
	SCAN_SIN	d1_mcke0		# pin function:  soc_dom1_sin113
	SCAN_SIN	d1_mcke1		# pin function:  soc_dom1_sin114
	SCAN_SIN	d1_mcke2		# pin function:  soc_dom1_sin115
	SCAN_SIN	d1_mcke3		# pin function:  soc_dom1_sin116
	SCAN_SIN	d1_modt0		# pin function:  soc_dom1_sin117
	SCAN_SIN	d1_modt1		# pin function:  soc_dom1_sin118
	SCAN_SIN	d1_modt2		# pin function:  soc_dom1_sin119
	SCAN_SIN	d1_modt3		# pin function:  soc_dom1_sin120
	SCAN_SIN	d2_mdq00		# pin function:  soc_dom1_sin121
	SCAN_SIN	d2_mdq01		# pin function:  soc_dom1_sin122
	SCAN_SIN	d2_mdq02		# pin function:  soc_dom1_sin123
	SCAN_SIN	d2_mdq03		# pin function:  soc_dom1_sin124
	SCAN_SIN	d2_mdq04		# pin function:  soc_dom1_sin125
	SCAN_SIN	d2_mdq05		# pin function:  soc_dom1_sin126
	SCAN_SIN	d2_mdq06		# pin function:  soc_dom1_sin127
	SCAN_SIN	d2_mdq07		# pin function:  soc_dom1_sin128
	SCAN_SIN	d2_mdq08		# pin function:  soc_dom1_sin129
	SCAN_SIN	d2_mdq09		# pin function:  soc_dom1_sin130
	SCAN_SIN	d2_mdq10		# pin function:  soc_dom1_sin131
	SCAN_SIN	d2_mdq11		# pin function:  soc_dom1_sin132
	SCAN_SIN	d2_mdq12		# pin function:  soc_dom1_sin133
	SCAN_SIN	d2_mdq13		# pin function:  soc_dom1_sin134
	SCAN_SIN	d2_mdq14		# pin function:  soc_dom1_sin135
	SCAN_SIN	d2_mdq15		# pin function:  soc_dom1_sin136
	SCAN_SIN	d2_mdq16		# pin function:  soc_dom1_sin137
	SCAN_SIN	d2_mdq17		# pin function:  soc_dom1_sin138
	SCAN_SIN	d2_mdq18		# pin function:  soc_dom1_sin139
	SCAN_SIN	d2_mdq19		# pin function:  soc_dom1_sin140
	SCAN_SIN	d2_mdq20		# pin function:  soc_dom1_sin141
	SCAN_SIN	d2_mdq21		# pin function:  soc_dom1_sin142
	SCAN_SIN	d2_mdq22		# pin function:  soc_dom1_sin143
	SCAN_SIN	d2_mdq23		# pin function:  soc_dom1_sin144
	SCAN_SIN	d2_mdq24		# pin function:  soc_dom1_sin145
	SCAN_SIN	d2_mdq25		# pin function:  soc_dom1_sin146
	SCAN_SIN	d2_mdq26		# pin function:  soc_dom1_sin147
	SCAN_SIN	d2_mdq27		# pin function:  soc_dom1_sin148
	SCAN_SIN	d2_mdq28		# pin function:  soc_dom1_sin149
	SCAN_SIN	d2_mdq29		# pin function:  soc_dom1_sin150
	SCAN_SIN	d2_mdq30		# pin function:  soc_dom1_sin151
	SCAN_SIN	d2_mdq31		# pin function:  soc_dom1_sin152
	SCAN_SIN	d2_mdq32		# pin function:  soc_dom1_sin153
	SCAN_SIN	d2_mdq33		# pin function:  soc_dom1_sin154
	SCAN_SIN	d2_mdq34		# pin function:  soc_dom1_sin155
	SCAN_SIN	d2_mdq35		# pin function:  soc_dom1_sin156
	SCAN_SIN	d2_mdq36		# pin function:  soc_dom1_sin157
	SCAN_SIN	d2_mdq37		# pin function:  soc_dom1_sin158
	SCAN_SIN	d2_mdq38		# pin function:  soc_dom1_sin159
	SCAN_SIN	d2_mdq39		# pin function:  soc_dom1_sin160
	SCAN_SIN	d2_mdq40		# pin function:  soc_dom1_sin161
	SCAN_SIN	d2_mdq41		# pin function:  soc_dom1_sin162
	SCAN_SIN	d2_mdq42		# pin function:  soc_dom1_sin163
	SCAN_SIN	d2_mdq43		# pin function:  soc_dom1_sin164
	SCAN_SIN	d2_mdq44		# pin function:  soc_dom1_sin165
	SCAN_SIN	d2_mdq45		# pin function:  soc_dom1_sin166
	SCAN_SIN	d2_mdq46		# pin function:  soc_dom1_sin167
	SCAN_SIN	d2_mdq47		# pin function:  soc_dom1_sin168
	SCAN_SIN	d2_mdq48		# pin function:  soc_dom1_sin169
	SCAN_SIN	d2_mdq49		# pin function:  soc_dom1_sin170
	SCAN_SIN	d2_mdq50		# pin function:  soc_dom1_sin171
	SCAN_SIN	d2_mdq51		# pin function:  soc_dom1_sin172
	SCAN_SIN	d2_mdq52		# pin function:  soc_dom1_sin173
	SCAN_SIN	d2_mdq53		# pin function:  soc_dom1_sin174
	SCAN_SIN	d2_mdq54		# pin function:  soc_dom1_sin175
